appid,release_year,Priece,user_score,meta_score
1006920,2019,$0.59,,
1006930,2019,$1.19,,
1007040,2019,$23.99,94%,76%
1007050,2019,$1.99,,
1007070,,$5.99,,
1007080,2019,$0.99,,
1007140,2019,$3.99,,
1007180,2019,$4.99,,
1007200,2019,$4.99,,
1007210,2019,$0.99,,
1007230,2019,$3.99,,
1007240,2019,$7.49,,
1007260,2019,,,
1007350,2019,$0.79,80%,
1007360,2019,,,
1007390,2019,$9.99,66%,
1007400,2020,$14.99,51%,
1007430,,$3.59,,
1007440,2019,$0.49,,
1007490,2019,$9.99,,
1007520,2020,$9.99,96%,
1007540,2019,,,
1007560,2019,$3.99,,
1007630,,$4.99,95%,
1007730,2019,$6.99,,
1007740,2019,,65%,
1007800,2019,$6.99,72%,
1007810,2020,$9.99,75%,
1007820,2019,,,
1007930,2019,$1.99,,
1007940,2019,$0.99,,
1007970,2019,$9.99,,
1007990,2019,$0.49,,
1008000,2019,,68%,
1008010,2019,$10.99,,
1008060,2019,$1.99,,
1008140,2019,$0.54,,
1008160,2019,$4.99,,
1008250,2019,$9.99,,
1008260,2019,$1.99,,
1008290,2019,$0.99,46%,
1008290,2019,$0.99,46%,
1008320,2019,$2.99,,
1008370,2019,$0.99,,
1008390,2019,$1.99,,
1008430,2020,$0.99,,
1008430,2020,$0.99,,
1008450,2019,$0.99,,
1008510,2019,$2.99,63%,
1008520,2019,$0.49,,
1008580,2019,,70%,
1008600,,$9.99,,
1008610,2019,$5.24,,
1008680,,$0.49,,
1008690,2019,$4.99,21%,
1008700,2020,$6.49,,
1008710,2019,$0.49,87%,
1008800,,$7.99,88%,
1008830,2019,$2.24,92%,
1008850,2019,$5.99,,
1008870,,$5.99,,
1008920,2019,$11.99,86%,
1008950,2021,$19.99,,
1008970,2019,$4.99,,
1008990,2019,$11.99,,
1009030,2019,$0.99,,
1009040,2019,,42%,
1009070,2019,,,
1009100,2019,$4.99,,
1009150,2019,$5.99,,
1009180,2019,$1.39,,
1009210,2019,,,
1009230,2019,$1.99,,
1009290,2020,$17.99,62%,
1009300,2019,$0.99,,
1009330,2018,,,
1009350,2019,$3.99,,
1009370,2019,$9.99,,
1009450,2019,$29.99,95%,
1009460,2019,$29.99,92%,
1009560,2021,$19.99,83%,
1009590,2019,$6.99,,
1009690,2019,$0.49,,
1009750,2019,$0.99,97%,
1009770,2019,$5.99,,
1009780,2019,$3.19,,
1009810,2019,$0.99,,
1009850,2016,,96%,
1009910,2019,,,
1009920,2020,$4.99,,
1009940,2019,$4.99,,
1009950,2019,,80%,
1009990,2019,,75%,
1010000,2019,$0.99,,
1010070,2019,$1.99,83%,
1010100,2020,$12.99,90%,
1010120,2019,$7.99,,
1010150,2019,$0.99,,
1010170,2019,$1.99,60%,
1010180,2019,,,
1010230,2019,$3.99,,
1010240,2019,$19.99,94%,
1010260,2019,$4.99,,
1010270,2019,$14.99,58%,
1010290,2020,$0.49,,
1010290,2020,$0.49,,
1010330,2019,$1.99,,
1010380,2019,$1.99,,
1010420,2019,$4.99,,
1010430,2019,$3.99,,
1010460,2020,,,
1010460,2020,,,
1010480,2019,$4.99,,
1010490,2019,$0.49,,
1010520,2020,$1.99,,
1010560,2021,$9.99,,
1010590,2019,$0.99,,
1010600,2019,$9.99,89%,
1010650,2019,$7.99,,
1010650,2019,$7.99,,
1010660,2019,$0.99,84%,
1010670,2019,$11.99,93%,
1010710,2019,$1.99,,
1010740,2019,$1.99,,
1010750,2019,$9.99,95%,77%
1010780,2019,$1.49,,
1010800,2019,,83%,
1010840,2019,$4.99,,
1010850,2019,,75%,
1010860,,$0.99,62%,
1010870,2019,$1.59,94%,
1010890,2019,,96%,
1010920,2019,$9.99,,
1010930,2019,$1.99,,
1010950,2019,$2.99,92%,
1011000,2019,,,
1011030,2019,$1.99,,
1011070,2019,$12.99,,
1011090,2019,$4.99,79%,
1011110,2019,,,
1011110,2019,,,
1011120,2019,$3.99,,
1011130,2019,$0.99,86%,
1011140,2019,$10.99,,
1011190,2020,$7.99,87%,69%
1011220,2019,,42%,
1011240,2019,$0.99,,
1011260,2019,$14.99,,
1011270,2019,$2.99,67%,
1011290,2020,$9.99,88%,
1011300,2019,$4.99,59%,
1011310,2019,$2.99,,
1011320,2020,$9.99,,
1011370,2019,$11.99,,
1011390,2019,$39.99,83%,76%
1011420,2020,$12.49,58%,
1011440,2019,$5.99,,
1011460,2019,$2.99,,
1011470,2019,$7.99,,
1011510,2019,,90%,
1011550,2019,$0.69,,
1011610,2020,$19.99,85%,
1011620,2019,$4.99,,
1011630,2019,$9.99,40%,
1011650,2019,,,
1011670,2021,$14.99,80%,64%
1011700,2019,$9.99,90%,
1011740,2019,$0.99,76%,
1011760,2019,$1.99,,
1011820,2019,$9.99,,
1011830,2019,$2.99,87%,
1011860,2019,$0.99,,
1011870,2019,$2.99,,
1011940,2019,$12.49,89%,
1011960,2019,,,
1011970,2019,$5.99,74%,
1011980,2019,$0.59,,
1011990,2019,$19.99,,
1012030,2019,$8.99,92%,
1012120,2019,$3.99,,
1012160,2019,$0.49,,
1012180,2019,$1.99,,
1012210,2020,$19.99,,
1012240,2019,,97%,
1012280,2014,$0.55,,
1012360,2019,$14.99,,
1012370,2019,$5.99,,
1012390,2019,$4.24,,
1012410,2019,,67%,
1012430,2021,,,
1012450,2019,$2.49,,
1012490,2019,,,
1012510,2019,,,
1012560,2019,$9.99,92%,
1012600,2019,$1.99,,
1012610,2019,$9.74,76%,
1012640,2020,$4.99,,
1012650,2019,$7.99,,
1012670,2019,$0.74,,
1012710,2019,$3.49,,
1012720,2019,$0.64,,
1012730,2019,,53%,
1012790,2020,$20.99,91%,
1012800,2019,$0.99,,
1012830,2019,$0.99,78%,
1012840,2019,$12.49,78%,69%
1012860,2019,$1.03,,
1012880,2019,$4.99,94%,
1012970,2019,$1.19,84%,
1013000,2019,$0.99,,
1013040,2019,$9.99,47%,
1013070,2019,$1.99,,
1013100,2019,$2.99,,
1013120,2019,$0.49,,
1013130,2019,$0.49,66%,
1013180,2019,$44.99,,
1013190,2019,$3.99,,
1013200,,$3.99,,
1013280,2019,$9.99,,
1013290,2019,$13.99,,
1013310,2020,$4.99,77%,
1013320,2019,,79%,
1013340,2019,,,
1013350,2019,$4.79,,
1013360,2019,,,
1013400,2019,$7.99,,
1013410,2019,$0.59,43%,
1013450,2019,$14.99,,
1013540,2019,$14.99,82%,
1013650,2019,$2.49,96%,
1013660,2019,$13.99,,
1013670,2019,$12.99,,
1013680,2019,,73%,
1013700,2019,$9.99,,
1013790,2019,$3.99,,
1013810,2019,$1.99,,
1013820,2020,$0.61,,
1013830,2019,,,
1013870,2019,$7.49,83%,
1013890,2019,$0.99,70%,
1013910,2021,$29.99,76%,
1013940,2019,$5.99,,
1013950,2019,,,
1013970,2019,,,
1014030,2019,$3,,
1014040,2020,$2.79,82%,
1014040,2020,$2.79,82%,
1014050,2020,$22.74,71%,
1014100,2019,$5.99,,
1014130,,$5.99,71%,
1014140,2019,$7.99,92%,
1014180,2019,$1.99,,
1014200,2022,$13.49,,
1014240,2020,,,
1014270,2019,$9.99,,
1014280,2019,$2.99,95%,
1014310,2019,$0.99,,
1014350,2019,,,
1014360,,$7.99,71%,
1014360,,$7.99,71%,
1014370,2019,,85%,
1014420,2019,$2.99,,
1014450,2019,$2.99,,
1014460,2019,$0.99,67%,
1014470,2019,$7.99,,
1014550,2019,,,
1014560,2019,$5.99,,
1014570,2019,$2.99,,
1014580,2020,$2.99,,
1014580,2020,$2.99,,
1014590,2019,$0.99,,
1014590,2019,$0.99,,
1014600,2019,$2.99,,
1014620,2019,$0.99,,
1014660,2019,$3.99,,
1014720,2019,$0.99,,
1014730,,$1.99,,
1014750,2019,$1.49,,
1014790,2019,$7.99,,
1014810,,$4.99,46%,
1014820,2019,$0.99,,
1014840,2019,$3.99,,
1014880,2019,,89%,
1014890,2019,$9.99,,
1014900,2019,$7.99,,
1014920,2019,,,
1014970,2019,,,
1014990,2019,$2.99,,
1015020,2019,$1.99,75%,
1015080,2019,$3.99,74%,
1015090,,$11.99,51%,
1015100,2019,,,
1015120,2019,$5.99,,
1015130,2019,$1.39,75%,
1015140,2020,$4.99,74%,
1015150,2019,$1.99,,
1015180,2021,$4.99,,
1015240,2019,$0.99,,
1015250,2019,$0.99,,
1015290,2019,$4.99,,
1015350,2019,$0.99,,
1015430,2019,$7.99,68%,
1015470,2019,$4.99,,
1015480,2019,$9.99,68%,
1015500,2019,$59.99,42%,43%
1015530,2019,$12.99,,
1015540,2019,$14.99,,
1015550,2019,$12.99,,
1015580,2019,$6.49,,
1015610,,$19.99,76%,
1015650,2019,,,
1015660,2019,$0.99,79%,
1015700,2019,$3.49,66%,
1015710,2019,$19.99,67%,
1015710,2019,$19.99,67%,
1015720,2019,$4.99,88%,
1015730,2019,$19.99,86%,
1015730,2019,$19.99,86%,
1015750,2019,$9.99,74%,
1015770,2019,$7.49,84%,
1015790,2020,$14.99,65%,
1015800,2019,$7.49,70%,
1015820,2019,,,
1015830,2019,$3.99,78%,
1015890,2021,$13.99,76%,
1015920,2021,$3.34,99%,81%
1015930,2020,$7.99,51%,
1015940,2020,$14.99,97%,82%
1016000,2021,$4.79,,67%
1016010,2019,$4.99,,
1016030,2020,$9.9,,
1016100,,$4.99,,
1016110,2019,,89%,
1016120,2020,$14.99,83%,74%
1016250,2019,$0.49,74%,
1016250,2019,$0.49,74%,
1016330,2019,$4.99,,
1016350,2019,,,
1016390,2019,,88%,
1016420,2019,$4.99,,
1016600,,$14.99,85%,
1016610,2019,$1.99,,
1016650,2019,$0.99,,
1016660,2019,$15.99,,
1016690,2019,$9.99,,
1016710,2019,,,
1016720,2019,$11.99,68%,
1016730,,$19.99,75%,66%
1016740,2019,$3.99,,
1016750,2019,$4.99,,
1016760,2019,$14.99,,
1016770,2019,$6.49,85%,
1016790,2020,$5.99,73%,
1016800,,$20.99,83%,75%
1016810,2019,,53%,
1016840,2019,,66%,
1016850,2019,$5.27,,
1016860,,$14.99,83%,
1016890,2019,$2.99,,
1016920,2020,$19.99,93%,77%
1016930,2019,$9.99,79%,54%
1016960,2019,$29.99,80%,
1016970,2019,,,
1016980,2019,$19.99,,
1017060,2019,$2.99,72%,
1017080,2019,,68%,
1017100,2019,,81%,
1017130,2019,$1.99,,
1017160,2021,$12.49,,
1017180,2019,$8.99,91%,
1017240,2019,$2.99,,
1017270,2019,$2.99,,
1017350,2019,$0.51,,
1017360,2019,$9.99,,
1017410,2019,$9.99,95%,
1017440,2019,$6.99,,
1017480,2019,,,
1017490,2003,$3.59,,
1017560,2019,$0.99,,
1017580,2019,$1.99,,
1017600,2019,$2.99,,
1017630,2019,$1.99,,
1017650,2019,$6.99,,
1017660,2019,$2.99,,
1017670,2019,$3.99,,
1017750,2019,$2.99,,
1017780,2019,$4.99,63%,
1017800,2019,$2.99,,
1017820,2020,$2.59,,
1017880,2020,$5.99,,
1017900,2019,$4.99,83%,69%
1017940,2019,$1.49,,
1018000,2019,$19.99,63%,
1018000,2019,$19.99,63%,
1018010,2019,$19.99,81%,
1018020,2019,$3.99,76%,
1018060,2019,$1.99,53%,
1018090,2019,$0.99,,
1018110,2019,$13.99,,
1018130,2019,$0.74,93%,
1018160,2019,$29.99,90%,
1018170,2019,$3.99,76%,
1018240,2019,$5.99,,
1018270,2019,$6.99,,
1018380,2019,$9.49,,
1018420,2019,$0.99,,
1018560,2019,$9.99,,
1018590,2019,,,
1018610,2019,$2.99,68%,
1018680,2019,$7.99,81%,
1018700,2019,$4.99,,
1018720,2019,$19.99,,
1018730,2019,,,
1018750,2019,,,
1018770,2019,$14.99,,
1018800,2021,$8.99,90%,
1018810,2019,$4.99,,
1018820,2019,$3.99,,
1018830,,$10.49,91%,
1018850,2019,$12.99,97%,
1018930,2019,,89%,
1018950,2020,$17.99,,
1018960,,$0.99,,
1018980,2019,,,
1018990,2019,$4.99,,
1019020,2008,$3.59,,
1019040,2019,$19.99,,
1019060,2019,$0.59,,
1019060,2019,$0.59,,
1019070,2019,$3.99,,
1019080,2019,$9.99,,
1019150,2019,$4.2,,
1019170,2019,$0.99,,
1019190,2021,$5.99,,
1019250,2019,,69%,
1019260,2019,$4.99,,
1019270,2019,$4.99,,
1019310,2020,$14.99,85%,75%
1019340,2019,,79%,
1019370,2019,$6.02,,
1019400,2019,$9.99,,
1019450,2020,$8.99,58%,51%
1019500,2019,$17.99,,
1019550,2020,$11.39,68%,
1019560,2021,$1.99,,
1019580,2019,$3.59,,
1019590,2019,$2.49,93%,69%
1019590,2019,$2.49,93%,69%
1019630,2019,$0.99,,
1019690,2019,$4.99,,
1019710,2019,$4.99,,
1019740,2019,,,
1019790,2019,,,
1019820,2019,$29.99,,
1019910,2020,$1.99,,
1019920,2019,$19.99,95%,
1019920,2019,$19.99,95%,
1019940,2019,$1.24,70%,
1020010,2019,$0.99,,
1020020,2019,$4.99,,
1020030,2020,$19.99,78%,
1020050,2020,$12.99,,
1020120,,$9.99,,
1020250,2019,$1.99,,
1020270,2019,$14.99,87%,
1020270,2019,$14.99,87%,
1020310,2021,$9.99,,
1020330,2019,$0.99,61%,
1020340,,$29.99,85%,77%
1020340,,$29.99,85%,77%
1020360,2019,$9.99,,
1020390,2019,$7.99,,
1020410,2019,,55%,
1020420,2019,,,
1020430,2019,$0.99,,
1020450,2019,$6.99,,
1020470,2019,$19.99,82%,
1020480,2019,$0.99,,
1020490,2019,$1.99,,
1020520,2019,,,
1020540,2019,$39.99,41%,
1020560,2019,$16.99,,
1020590,2019,$1.99,96%,
1020600,2019,$0.49,,
1020610,2019,$2.99,,
1020640,2019,,88%,
1020650,2019,$1.99,,
1020780,2020,,67%,
1020800,2020,$11.19,81%,
1020820,2019,$1.19,81%,
1020830,2019,$0.99,,
1020840,2019,$1.99,59%,
1020930,2019,$6.99,,
1020940,2019,$1.99,98%,
1020980,2019,$9.99,,
1021030,2019,$69.99,,
1021060,2019,$0.99,,
1021070,2019,$14.99,76%,
1021100,2022,$14.99,63%,
1021120,2019,$0.99,,
1021130,2019,$15.99,,
1021220,2019,$1.99,,
1021260,2019,$0.99,,
1021290,2019,$0.99,,
1021370,2019,$4.99,,
1021640,2019,$1.49,,
1021650,2019,$0.99,,
1021670,,$2.19,65%,
1021770,2020,$2.39,91%,
1021780,2019,$1.49,,
1021800,,$12.99,70%,
1021820,2019,$0.99,,
1021840,2019,$2.99,,
1021850,2019,$2.99,90%,
1021860,2019,$1.99,,
1021880,2019,$9.99,,
1021890,2020,$12.99,,
1021940,2021,,62%,
1021950,2019,,92%,
1022000,2019,$8.99,,
1022040,2019,$0.99,,
1022130,2019,$5.99,,
1022150,2020,$9.99,,
1022160,2019,,,
1022170,2019,$10.99,,
1022180,2019,,,
1022180,2019,,,
1022230,2019,$2.99,67%,
1022270,2019,$1.99,,
1022280,2019,$1.99,,
1022310,2020,$9.99,62%,
1022320,2019,,,
1022380,2019,$0.99,,
1022450,2019,,87%,
1022480,2019,$4.99,87%,
1022480,2019,$4.99,87%,
1022530,2019,$4.99,,
1022550,2019,$0.99,,
1022610,2019,$7.99,,
1022630,2019,$6.99,,
1022640,2019,$199.99,,
1022650,2019,$0.99,,
1022690,2019,,,
1022700,2019,,,
1022710,2020,$19.99,67%,60%
1022770,2019,$4.99,,
1022780,2019,$3.99,82%,
1022820,2019,$7.99,,
1022870,2019,,,
1022920,2019,,,
1023010,2019,$2.99,,
1023020,2019,,,
1023030,,$4.99,,
1023040,2019,$0.49,,
1023090,2019,$6.99,,
1023100,2019,$4.99,,
1023110,2020,$2.99,,
1023130,2019,$3.99,,
1023180,2019,$19.99,,
1023250,2022,$6.99,,
1023280,2019,$24.99,,
1023310,2019,$4.99,,
1023320,2019,,73%,
1023340,2019,,,
1023390,2020,$4.99,,
1023420,2020,$11.24,,
1023550,,$14.99,95%,
1023560,2020,$8.99,,
1023570,2019,$0.55,,
1023610,2019,$0.99,,
1023640,2019,$7.99,,
1023650,,$0.99,,
1023680,2020,$2.99,,
1023690,2019,$39.99,97%,
1023700,2020,$23.99,83%,
1023710,2019,$7.99,,
1023720,2019,$6.99,,
1023740,2019,$1.19,88%,
1023750,2019,$12.99,66%,
1023760,2019,$9.99,,
1023860,2020,$16.99,,
1023870,2019,$1.99,48%,
1023940,2019,$119.99,,
1023960,2019,$0.99,,
1023980,2019,$6.99,54%,
1024010,2019,$7.49,83%,
1024080,2019,$0.99,,
1024100,2019,$0.99,,
1024150,2019,$0.99,,
1024220,2019,$0.99,,
1024250,2019,,,
1024330,2019,,,
1024380,2020,$8.74,72%,
1024400,2019,$9.99,,
1024430,2019,$3.99,,
1024450,2019,$9.99,,
1024460,2021,$9.99,81%,
1024480,2020,$29.99,61%,70%
1024490,2019,$1.79,,
1024520,2019,$4.99,,
1024530,2019,$1.99,,
1024540,2019,$3.99,,
1024600,2019,$4.99,,
1024630,2019,$9.99,69%,
1024650,2020,$13.19,59%,68%
1024670,2019,$0.99,,
1024690,2019,$2.99,,
1024720,2019,$2.99,,
1024730,2019,$11.99,,
1024780,2019,$0.99,,
1024790,2018,,75%,
1024850,2021,$19.99,,48%
1024860,2019,$3.99,,
1024890,2020,,82%,
1024970,2019,,,
1024980,2019,,81%,
1025000,2019,$1.49,,
1025010,2019,$1.99,,
1025020,2019,$59.99,,
1025070,2019,$14.99,96%,
1025130,2019,$0.99,93%,
1025140,2019,$12.99,94%,
1025160,2019,$4.99,,
1025200,2019,,82%,
1025230,2019,,,
1025240,2019,$0.99,96%,
1025250,2019,$7.99,90%,
1025260,2020,,70%,
1025270,2019,$3.99,,
1025320,2013,,,
1025330,2019,$2.5,,
1025360,2019,$0.99,,
1025410,2020,$24.99,86%,69%
1025420,2019,$2.99,,
1025430,2019,$2.39,,
1025440,2019,$39.99,83%,80%
1025450,2015,,,
1025450,2015,,,
1025460,2019,$4.99,96%,
1025480,2019,$3.99,,
1025500,2019,,,
1025510,2019,$9.99,,
1025520,2019,$9.99,,
1025530,2019,$9.99,,
1025540,2019,$9.99,,
1025550,2019,$2.49,,
1025580,2019,,64%,
1025600,2019,$9.99,88%,82%
1025650,2019,$0.49,,
1025710,2019,,,
1025740,2019,$4.99,,
1025870,2019,$7.99,,
1025890,2019,,,
1025960,2021,$27.99,88%,
1025990,,$0.99,,
1026020,2019,$1.99,,
1026060,2019,,,
1026080,2019,$3.99,,
1026110,2019,,75%,
1026130,2019,$4.99,88%,
1026160,2019,$7.99,87%,
1026180,2019,$0.99,,
1026210,2019,$0.99,,
1026380,2019,$3.99,,
1026400,2019,$2.49,96%,
1026420,2019,$8.15,73%,62%
1026430,2019,$2,,
1026450,2019,$19.99,,
1026560,2019,$4.99,,
1026680,2019,$19.99,66%,
1026760,2020,,,
1026770,2019,$1.99,,
1026810,2019,$5.99,,
1026820,2019,,92%,
1026840,2019,,96%,
1026880,2019,$9.99,,
1026910,2019,$0.99,,
1026920,2019,$54.99,,
1026940,2019,$4.99,,
1026960,2019,$0.49,,
1027060,2021,$4.99,,
1027120,2021,$24.99,95%,
1027130,2019,$4.99,93%,
1027200,2019,,,
1027220,2021,$2.99,,
1027230,2019,$2.99,,
1027250,2020,$39.99,82%,
1027280,2019,$3.99,,
1027480,2019,,,
1027530,2019,$8.99,,
1027550,2019,$4.99,,
1027610,2019,$0.99,,
1027620,2019,$8.39,96%,
1027690,2019,$4.99,,
1027700,2019,$2.99,,
1027710,2020,,,
1027720,2019,$2.99,,
1027790,2019,$3.99,,
1027800,2019,$0.49,,
1027820,2020,$1.49,72%,
1027830,2019,$4.99,,
1027930,2019,$0.99,,
1027960,2019,$0.98,,
1027970,2019,$0.99,,
1027990,2019,,94%,
1028010,2019,$1.99,,
1028030,2020,$9.99,,
1028130,2019,$9.99,54%,
1028160,2019,,,
1028170,2019,,,
1028250,,$1.99,,
1028280,2019,$6.49,,
1028300,2019,$2.99,,
1028330,2019,$5.99,,
1028340,,$3.99,,
1028350,2022,$19.99,96%,70%
1028360,2019,$3.99,,
1028380,2019,$1.03,,
1028410,2019,$0.59,,
1028460,2019,$3.49,,
1028470,2021,,60%,
1028480,2019,$6.99,,
1028500,2019,$6.99,,
1028520,2019,$9.99,,
1028550,2019,$4.99,,
1028570,2019,$4.99,88%,
1028610,2019,$1.99,,
1028630,2019,$29.99,90%,
1028660,2019,$1.99,,
1028730,2019,,,
1028740,2019,$0.49,,
1028750,2019,,80%,
1028770,2019,$6.99,,
1028800,2019,$10.99,50%,
1028820,2019,$1.99,,
1028830,2019,$1.99,,
1028850,2019,$3.99,,
1028860,2019,,55%,
1028880,2019,$0.99,,
1028900,2019,$8.99,,
1028910,2020,$9.99,,
1028930,2019,,88%,
1028950,2019,,,
1028990,2019,$0.99,,
1029020,2019,$1.99,,
1029040,2019,$0.99,,
1029050,2019,$0.99,,
1029080,2019,$7.99,,
1029100,2019,$9.99,,
1029110,2019,,,
1029120,2019,,,
1029150,2019,$4.99,,
1029160,2019,$0.99,,
1029170,,$7.99,,
1029210,2021,$16.99,93%,
1029230,2019,$2.99,,
1029240,2019,$0.99,68%,
1029260,2020,$29.99,,
1029340,2020,,,
1029380,2018,$0.99,,
1029470,2019,$0.51,,
1029500,2019,,85%,
1029530,2019,$3.99,,
1029540,2019,$5.99,,
1029550,2021,,74%,
1029560,2019,$0.74,,
1029570,2020,$19.99,84%,
1029630,2019,$49.99,61%,
1029640,2019,$7.99,,
1029650,2022,$14.99,,
1029660,2019,$2.99,,
1029690,2022,$49.99,74%,80%
1029730,2019,$3.74,53%,
1029750,,$4.99,,
1029760,2020,$6.99,93%,
1029780,2021,$24.99,89%,
1029790,2019,$4.99,,
1029840,2019,$0.99,,
1029860,2019,$12.99,91%,
1029870,2020,$4.93,78%,
1029890,2019,$19.99,72%,70%
1029930,2019,$3.99,,
1029950,2019,$5.99,,
1029970,2019,,90%,
1029980,2019,$0.49,87%,
1030060,2021,$24.99,71%,
1030090,2019,,81%,
1030170,2019,$4.99,,
1030180,2019,$9.99,,
1030190,2019,$9.99,,
1030210,,$9.99,46%,
1030240,2019,,,
1030310,2021,$14.99,91%,
1030330,2019,$0.99,,
1030380,2019,$12.99,,
1030430,2020,$2.09,,78%
1030470,2019,$6.99,,
1030520,2019,$1.99,,
1030530,2019,$4.99,,
1030580,2019,$2.99,80%,
1030730,2019,,,
1030760,2019,,85%,
1030830,2020,$9.89,69%,
1030840,2020,$39.99,86%,
1030950,2019,$11.99,,
1030970,2019,$4.99,,
1031110,2019,,94%,
1031120,2022,$15.99,78%,
1031130,2019,$0.99,,
1031140,2019,,72%,
1031200,2019,$5.99,,
1031210,2019,$4.99,,
1031230,2020,$0.49,,
1031230,2020,$0.49,,
1031270,2021,$9.99,71%,
1031290,2019,$5.99,,
1031310,2019,,,
1031320,2019,$14.99,,
1031330,2019,$6.99,,
1031380,2019,,,
1031440,2019,$29.99,87%,
1031470,2016,$1.99,,
1031480,2019,$12.99,97%,
1031540,2019,$0.99,69%,
1031560,2019,$0.49,,
1031580,2019,$6.99,,
1031590,2019,$4.99,,
1031630,2019,$4.99,,
1031660,2019,$3.99,,
1031670,2019,,,
1031700,2019,,63%,
1031770,2019,$1.99,,
1031800,2019,$14.99,,
1031830,2019,$3.99,,
1031840,2019,$0.99,,
1031840,2019,$0.99,,
1031850,2019,$4.99,,
1031900,2021,$9.99,98%,
1031920,2019,$0.99,87%,
1031920,2019,$0.99,87%,
1032020,2019,,,
1032040,2019,$2.69,,
1032060,2019,$0.99,,
1032070,2019,$2.99,,
1032080,2019,$0.99,,
1032090,2019,$7.99,,
1032120,2019,,67%,
1032140,2019,$0.99,,
1032210,,$0.49,,
1032230,2019,$1.99,,
1032240,2019,$1.24,,
1032260,2019,$0.99,,
1032430,2019,$24.99,77%,
1032440,2019,$5.99,,
1032450,2020,$4.99,,
1032510,2019,$2.19,,
1032520,2019,,94%,
1032560,2019,$1.99,,
1032570,2019,$9.99,,
1032590,2020,$7.99,93%,
1032660,2013,,,
1032670,2019,$11.99,90%,
1032700,2022,$19.99,71%,
1032750,2022,$4.99,,
1032770,2019,$9.99,,
1032790,2019,$6.99,90%,
1032830,2019,$6.44,91%,
1033000,2021,$4.24,,
1033080,2022,$14.99,95%,
1033090,2019,$2.99,,
1033100,2019,,89%,
1033110,2020,$4.99,,
1033150,2020,$4.49,,
1033170,2019,$5.99,72%,
1033210,2019,$9.99,,
1033220,2020,$1.99,84%,
1033230,2019,$4.99,,
1033250,2019,$2.49,,
1033330,2019,,,
1033340,2019,,,
1033360,2019,$0.99,,
1033370,2019,$4.99,,
1033410,2020,$8.99,86%,
1033420,2019,$19.99,98%,
1033450,2019,$17.99,68%,
1033510,2019,$0.49,,
1033580,2019,$1.99,,
1033630,2019,,,
1033640,2020,$29.99,30%,
1033660,2019,$9.99,,
1033670,2019,$7.99,,
1033700,2019,,48%,
1033710,2019,$0.9,,
1033720,2019,$5.99,,
1033810,2019,,61%,
1033860,2019,$9.99,,
1033880,2019,$0.49,84%,
1033930,2021,$5.99,,
1033950,2021,$15.99,88%,74%
1033960,2020,,,
1034030,2019,,,
1034060,2020,$1.99,76%,
1034060,2020,$1.99,76%,
1034120,2019,$0.49,,
1034130,2019,$2.99,,
1034160,2019,$1.09,78%,
1034200,2019,,96%,
1034230,2019,$0.99,,
1034250,2019,$4.99,,
1034280,2019,$7.19,,
1034370,2019,$4.99,,
1034380,2019,$0.49,,
1034390,2019,$4.99,,
1034400,2019,$4.99,,
1034410,2019,$0.49,,
1034440,2019,$2.99,,
1034540,,$14.99,77%,
1034560,2019,$3.99,,
1034610,2019,$7.99,,
1034610,2019,$7.99,,
1034700,2019,$2.99,,
1034740,2019,,75%,
1034750,2020,$9.99,81%,
1034810,2019,$2.69,80%,
1034820,2019,$2.99,,
1034830,2019,,,
1034850,2020,$9.99,75%,
1034860,2019,$19.99,91%,
1034870,2019,$3.59,,
1034880,2018,,96%,
1034890,2020,$4.99,88%,70%
1034910,2019,$4.99,90%,
1034930,2020,,,
1034940,2019,$7.99,96%,
1034950,2019,$17.99,,
1035010,2019,$1.99,,
1035050,2019,$7.99,86%,65%
1035180,2019,$79.99,,
1035190,2019,$0.99,,
1035260,2019,$2.99,,
1035270,2019,$2.99,,
1035280,2019,$2.99,,
1035300,2019,$9.99,,
1035320,2019,$9.99,,
1035340,2019,$199.99,,
1035410,2019,$9.99,,
1035430,2019,$9.99,,
1035470,2019,$6.99,,
1035490,2019,$9.99,,
1035500,2019,$0.99,,
1035510,,$2.49,87%,
1035530,2020,$4.99,,
1035550,2019,,,
1035560,2020,$14.99,85%,65%
1035560,2020,$14.99,85%,65%
1035600,2021,$24.99,,
1035610,2019,$0.99,93%,
1035660,2022,$11.99,87%,
1035690,2020,$0.89,,
1035700,2019,$4.99,,
1035750,2019,,91%,
1035790,2018,$6.99,,
1035800,2019,,87%,
1035830,2019,$5.99,,
1035850,2019,$7.99,78%,
1035850,2019,$7.99,78%,
1035860,2019,$1.99,,
1035880,2019,,,
1035890,2019,,93%,
1035900,2019,$0.99,,
1035920,2019,$0.51,,
1035930,2019,$0.99,81%,
1035960,2019,$0.99,,
1035990,2022,$7.99,99%,
1036000,2019,$7.99,,
1036010,2019,,,
1036030,2019,$3.14,,
1036120,2019,$15.99,75%,
1036200,2019,,76%,
1036270,2019,,,
1036320,2019,,,
1036320,2019,,,
1036330,2019,$0.79,,
1036340,2021,,66%,
1036370,2020,$7.49,97%,
1036400,2019,$4.99,,
1036420,2019,,,
1036440,2019,$3.69,71%,
1036460,2019,$4.99,,
1036490,2019,$0.99,,
1036530,2019,$0.99,,
1036540,2020,,,
1036550,2019,$4.99,,
1036580,2019,$4.99,92%,
1036600,2019,$0.99,,
1036620,2019,$1.99,,
1036660,2022,$6.99,81%,
1036700,,$14.99,90%,
