,appid,name,developer,publisher,positive,negative,average_playtime_from_2009,initialprice,languages,genre,release_year,Korean,indie,discount,positive_ratio,price_group
0,10,Counter-Strike,Valve,Valve,189960,4864,162.0,11798,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",Action,2000,1,0,0,0.9750338767297664,만원~2만원
1,20,Team Fortress Classic,Valve,Valve,5287,877,43.0,5893,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",Action,1999,1,0,0,0.8577222582738482,만원이하
2,30,Day of Defeat,Valve,Valve,4918,544,77.0,5893,"English, French, German, Italian, Spanish - Spain",Action,2003,0,0,0,0.90040278286342,만원이하
3,40,Deathmatch Classic,Valve,Valve,1808,405,50.0,5893,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",Action,2001,1,0,0,0.8169905106190691,만원이하
4,50,Half-Life: Opposing Force,Gearbox Software,Valve,12658,649,33.0,5893,"English, French, German, Korean",Action,1999,1,0,0,0.9512286766363568,만원이하
5,60,Ricochet,Valve,Valve,3608,825,50.0,5893,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",Action,2000,1,0,0,0.8138957816377171,만원이하
6,70,Half-Life,Valve,Valve,66027,2370,15.0,11798,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",Action,1998,1,0,0,0.9653493574279574,만원~2만원
7,80,Counter-Strike: Condition Zero,Valve,Valve,18342,1781,21.0,11798,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",Action,2004,1,0,0,0.9114943099935398,만원~2만원
8,130,Half-Life: Blue Shift,Gearbox Software,Valve,9029,873,35.0,5893,"English, French, German",Action,2001,0,0,0,0.9118359927287417,만원이하
9,220,Half-Life 2,Valve,Valve,130640,3511,17.0,11798,"English, French, German, Italian, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Dutch, Danish, Finnish, Japanese, Norwegian, Polish, Portuguese, Swedish, Thai",Action,2004,1,0,0,0.97382799979128,만원~2만원
10,240,Counter-Strike: Source,Valve,Valve,126838,5058,93.0,11798,"English, French, German, Italian, Japanese, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Thai, Turkish",Action,2004,1,0,0,0.9616516042942925,만원~2만원
11,280,Half-Life: Source,Valve,Valve,7515,2685,7.0,11798,"English, French, German, Italian, Japanese, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Thai, Korean",Action,2004,1,0,0,0.736764705882353,만원~2만원
12,300,Day of Defeat: Source,Valve,Valve,15427,1542,20.0,11798,English,Action,2010,0,0,0,0.9091284106311509,만원~2만원
13,320,Half-Life 2: Deathmatch,Valve,Valve,9092,1003,10.0,5893,English,Action,2004,0,0,0,0.9006438831104507,만원이하
14,360,Half-Life Deathmatch: Source,Valve,Valve,2273,752,22.0,11798,English,Action,2006,0,0,0,0.751404958677686,만원~2만원
15,380,Half-Life 2: Episode One,Valve,Valve,18161,868,9.0,9436,"English, French, German, Italian, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Dutch, Danish, Finnish, Japanese, Norwegian, Polish, Portuguese, Swedish, Thai",Action,2006,1,0,0,0.9543854117399758,만원이하
16,400,Portal,Valve,Valve,96559,1563,7.0,11798,"English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean",Action,2007,1,0,0,0.9840708505737755,만원~2만원
17,420,Half-Life 2: Episode Two,Valve,Valve,26304,860,12.0,9436,"English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese",Action,2007,1,0,0,0.9683404505963775,만원이하
18,500,Left 4 Dead,Valve,Valve,36223,1481,9.0,11798,"English, French, German, Spanish - Spain, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese, Simplified Chinese, Swedish, Traditional Chinese, Korean",Action,2008,1,0,0,0.9607203479736898,만원~2만원
19,550,Left 4 Dead 2,Valve,Valve,552425,14855,34.0,11798,"English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Hungarian, Turkish, Bulgarian, Czech, Greek, Portuguese - Brazil, Romanian, Spanish - Latin America, Thai, Ukrainian, Vietnamese",Action,2009,1,0,0,0.9738136370046537,만원~2만원
20,620,Portal 2,Valve,Valve,270058,3299,15.0,2350,"English, French, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish",Action,2011,1,0,0,0.9879315327575295,만원이하
22,1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Tripwire Interactive,1903,283,7.0,5893,"English, French, Russian",Action,2006,0,0,1,0.8705397987191217,만원이하
23,1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,59656,3163,20.0,23608,"English, French, Italian, German, Spanish - Spain, Hungarian, Polish, Russian",Action,2009,0,0,1,0.9496489915471433,2만원~ 3만원
24,1300,SiN Episodes: Emergence,Ritual Entertainment,Ritual Entertainment,708,89,3.0,11798,"English, Russian, French",Action,2006,0,0,0,0.8883312421580929,만원~2만원
25,1309,SiN Episodes: Emergence,Ritual Entertainment,Ritual Entertainment,322,45,0.0,11798,"English, Russian, French",Action,2006,0,0,0,0.8773841961852861,만원~2만원
26,1313,SiN: Gold,"Ritual Entertainment, Nightdive Studios",Nightdive Studios,204,29,5.0,11798,"English, French",Action,1998,0,0,0,0.8755364806866953,만원~2만원
31,1600,Dangerous Waters,Sonalysts,Strategy First,231,73,0.0,17703,English,Strategy,2006,0,0,1,0.7598684210526315,만원~2만원
32,1610,Space Empires IV Deluxe,Malfador Machinations,Strategy First,168,33,0.0,23608,English,Strategy,2006,0,0,1,0.835820895522388,2만원~ 3만원
33,1630,Disciples II: Rise of the Elves ,Strategy First,Strategy First,810,143,1.0,8255,English,Strategy,2006,0,0,0,0.8499475341028332,만원이하
34,1640,Disciples II: Gallean's Return,Strategy First,Strategy First,857,207,2.0,8255,English,Strategy,2006,0,0,0,0.8054511278195489,만원이하
35,1670,Iron Warriors: T - 72 Tank Command ,Strategy First,Strategy First,158,103,0.0,5893,English,Strategy,2006,0,0,1,0.6053639846743295,만원이하
36,1690,Space Empires V,Malfador Machinations,Strategy First,265,115,8.0,23608,English,Strategy,2006,0,0,1,0.6973684210526315,2만원~ 3만원
37,1700,Arx Fatalis,Arkane Studios,Arkane Studios,1195,172,0.0,5893,"English, French, German, Italian, Spanish - Spain, Russian",RPG,2002,0,0,0,0.8741770299926848,만원이하
38,1900,Earth 2160,Reality Pump Studios,"Topware Interactive, ACE",814,349,7.0,5893,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian",Strategy,2006,0,0,1,0.6999140154772141,만원이하
39,1930,Two Worlds Epic Edition,Reality Pump Studios,Topware Interactive,3626,1211,8.0,11798,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",RPG,2009,0,0,1,0.7496382054992764,만원~2만원
40,2100,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,7158,610,11.0,11798,"English, French, German, Italian, Spanish - Spain",Action,2006,0,0,0,0.9214727085478888,만원~2만원
41,2130,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,4769,355,0.0,11798,"English, French, German, Italian, Spanish - Spain",Action,2006,0,0,0,0.9307181889149102,만원~2만원
42,2200,Quake III Arena,id Software,id Software,2551,118,4.0,17703,English,Action,1999,0,0,0,0.9557886849007119,만원~2만원
43,2210,Quake 4,RavenSoft / id Software,Bethesda Softworks,1899,278,8.0,17703,English,Action,2005,0,0,0,0.8723013321084061,만원~2만원
44,2270,Wolfenstein 3D,id Software,Bethesda-Softworks,2568,149,1.0,5893,English,Action,1994,0,0,0,0.9451601030548399,만원이하
45,2280,Ultimate Doom,id Software,id Software,10643,409,2.0,5893,"English, French, Italian, German, Spanish - Spain",Action,1995,0,0,0,0.9629931234165762,만원이하
46,2290,Final DOOM,id Software,id Software,946,166,0.0,5893,English,Action,1996,0,0,0,0.8507194244604317,만원이하
47,2300,DOOM II,id Software,id Software,5400,292,1.0,5893,"English, French, Italian, German, Spanish - Spain",Action,1994,0,0,0,0.9486999297259311,만원이하
48,2310,QUAKE,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,8757,383,6.0,11798,"English, French, Italian, German, Spanish - Spain, Russian",Action,1996,0,0,0,0.9580962800875273,만원~2만원
49,2320,QUAKE II,id Software,id Software,2827,254,5.0,5893,English,Action,1997,0,0,0,0.9175592340149302,만원이하
50,2330,QUAKE II Mission Pack: The Reckoning,Xatrix Entertainment,id Software,136,33,4.0,3531,English,Action,1998,0,0,0,0.8047337278106509,만원이하
51,2340,QUAKE II Mission Pack: Ground Zero,Rogue Entertainment,id Software,119,78,2.0,3531,English,Action,1998,0,0,0,0.6040609137055838,만원이하
52,2350,QUAKE III: Team Arena,id Software,id Software,185,45,0.0,17703,English,Action,2000,0,0,0,0.8043478260869565,만원~2만원
53,2360,HeXen: Beyond Heretic,Raven Software,id Software,439,49,0.0,5893,English,Action,2007,0,0,0,0.8995901639344263,만원이하
54,2370,HeXen: Deathkings of the Dark Citadel,Raven Software,id Software,103,27,0.0,5893,English,Action,1996,0,0,0,0.7923076923076923,만원이하
55,2390,Heretic: Shadow of the Serpent Riders,Raven Software,id Software,707,39,0.0,5893,English,Action,2007,0,0,0,0.9477211796246648,만원이하
56,2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin,5036,830,4.0,11798,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese",Action,2006,0,1,0,0.8585066484827821,만원~2만원
57,2420,The Ship: Single Player,Outerlight Ltd.,Blazing Griffin Ltd.,624,267,1.0,11798,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese",Action,2006,0,1,0,0.7003367003367004,만원~2만원
58,2450,Bloody Good Time,Outerlight Ltd.,Ubisoft,740,222,7.0,5893,English,Action,2010,0,0,0,0.7692307692307693,만원이하
59,2500,Shadowgrounds,Frozenbyte,Frozenbyte,1130,277,4.0,8255,English,Action,2006,0,0,0,0.8031272210376688,만원이하
60,2520,Gumboy - Crazy Adventures,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",58,56,0.0,5893,"English, Polish, Russian",Casual,2006,0,1,0,0.5087719298245614,만원이하
61,2540,RIP - Trilogy,Elephant Games,Dreamatrix,214,146,0.0,5893,English,Casual,2007,0,1,0,0.5944444444444444,만원이하
62,2590,Alpha Prime,Black Element,Bohemia Interactive,715,607,2.0,5893,English,Action,2007,0,0,0,0.5408472012102874,만원이하
63,2600,Vampire: The Masquerade - Bloodlines,Troika Games,Activision,9872,530,12.0,23608,"English, French, German",Action,2007,0,0,0,0.9490482599500096,2만원~ 3만원
64,2610,GUN,Neversoft,Activision,1155,121,1.0,23608,English,Action,2005,0,0,0,0.9051724137931034,2만원~ 3만원
65,2620,Call of Duty,Infinity Ward,Activision,3253,189,3.0,23608,"English, German",Action,2003,0,0,0,0.9450900639163278,2만원~ 3만원
66,2630,Call of Duty 2,Infinity Ward,Activision,5503,417,21.0,23608,"English, French, German, Italian, Spanish - Spain",Action,2005,0,0,0,0.9295608108108108,2만원~ 3만원
67,2640,Call of Duty: United Offensive,Gray Matter Studios,Activision,1009,152,7.0,23608,"English, French, Italian",Action,2004,0,0,0,0.8690783807062877,2만원~ 3만원
68,2710,Act of War: Direct Action,Eugen Systems,THQ Nordic,364,45,7.0,3531,English,Action,2005,0,0,0,0.8899755501222494,만원이하
69,2780,ARMA: Combat Operations,Bohemia Interactive,Bohemia Interactive,164,75,6.0,9436,English,Action,2007,0,0,0,0.6861924686192469,만원이하
70,2800,X2: The Threat,Egosoft,Egosoft,304,65,22.0,5893,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",Strategy,2003,0,0,0,0.8238482384823849,만원이하
71,2810,X3: Reunion,Egosoft,Egosoft,381,148,3.0,11798,"English, French, German, Spanish - Spain, Italian, Russian, Simplified Chinese, Traditional Chinese, Czech, Polish",Strategy,2005,0,0,0,0.720226843100189,만원~2만원
72,2820,X3: Terran Conflict,Egosoft,Egosoft,2085,353,63.0,18884,"English, French, German, Italian, Russian, Polish, Simplified Chinese, Traditional Chinese, Czech, Spanish - Spain, Japanese",Action,2008,0,0,0,0.8552091878589008,만원~2만원
73,2840,X: Beyond the Frontier,Egosoft,Egosoft,204,73,20.0,5893,"English, German",Simulation,1999,0,0,0,0.7364620938628159,만원이하
74,2850,X: Tension,Egosoft,Egosoft,75,25,0.0,5893,"English, German",Simulation,2000,0,0,0,0.75,만원이하
75,2870,X Rebirth,Egosoft,Egosoft,3044,4087,24.0,35418,"English, German, Italian, Russian, Simplified Chinese, Traditional Chinese, French, Korean",Action,2013,1,0,0,0.42686860187911935,3만원~4만원
76,2900,688(I) Hunter/Killer,Sonalysts,Strategy First,112,35,0.0,11798,English,Strategy,2006,0,0,0,0.7619047619047619,만원~2만원
77,2910,Fleet Command,Sonalysts,Strategy First,254,47,1.0,11798,English,Strategy,1999,0,0,1,0.8438538205980066,만원~2만원
78,2920,Sub Command,Sonalysts,Strategy First,68,20,0.0,11798,English,Strategy,2001,0,0,1,0.7727272727272727,만원~2만원
79,2990,FlatOut 2,Bugbear Entertainment,Strategy First,10744,480,10.0,47228,"English, French, German, Italian, Spanish - Spain, Dutch",Racing,2006,0,0,1,0.9572344975053457,4만원~5만원
80,3010,Xpand Rally,Techland,Techland,245,67,1.0,5893,English,Racing,2006,0,0,0,0.7852564102564102,만원이하
81,3020,Call of Juarez,Techland,Techland Publishing,1613,378,3.0,11798,"English, French, German, Spanish - Spain, Russian",Action,2007,0,0,0,0.8101456554495229,만원~2만원
82,3050,Xpand Rally Xtreme,Techland,Techland,154,61,0.0,5893,English,Racing,2006,0,0,0,0.7162790697674418,만원이하
83,3130,Men of War: Red Tide,1C Entertainment,"1C Entertainment, 1C-SoftClub",496,90,3.0,5893,"English, Russian, German, French",Strategy,2009,0,0,0,0.8464163822525598,만원이하
84,3170,King's Bounty: Armored Princess,Katauri Interactive,1C Entertainment,805,77,294.0,11798,"English, Russian, French, German, Spanish - Spain, Italian, Japanese, Traditional Chinese",RPG,2009,0,0,0,0.9126984126984127,만원~2만원
85,3230,Genesis Rising,Metamorf,THQ Nordic,40,104,0.0,5893,English,Strategy,2007,0,0,0,0.2777777777777778,만원이하
86,3260,Safecracker: The Ultimate Puzzle Adventure,Kheops Studio,HandyGames,300,219,2.0,5893,"English, German, Italian, Spanish - Spain",Adventure,2006,0,0,0,0.5780346820809249,만원이하
87,3270,Painkiller Overdose,Mindware Studios,Deep Silver,620,211,1.0,5893,"English, German",Action,2007,0,0,0,0.7460890493381468,만원이하
88,3300,Bejeweled 2 Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",341,18,3.0,5893,"English, French, German, Italian, Spanish - Spain",Casual,2006,0,0,0,0.9498607242339833,만원이하
89,3310,Chuzzle Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",527,32,0.0,5893,"English, French, German, Italian, Spanish - Spain",Casual,2006,0,0,0,0.9427549194991055,만원이하
90,3320,Insaniquarium Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",3059,116,5.0,5893,English,Casual,2006,0,0,0,0.9634645669291338,만원이하
91,3330,Zuma Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",1820,111,2.0,5893,"English, French, German, Italian, Spanish - Spain",Casual,2006,0,0,0,0.9425168306576903,만원이하
92,3340,AstroPop Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",53,15,0.0,5893,English,Casual,2006,0,0,0,0.7794117647058824,만원이하
93,3350,Bejeweled Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",120,18,0.0,5893,English,Casual,2006,0,0,0,0.8695652173913043,만원이하
94,3360,Big Money! Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",63,8,0.0,5893,English,Casual,2006,0,0,0,0.8873239436619719,만원이하
95,3380,Dynomite Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",151,9,0.0,5893,English,Casual,2006,0,0,0,0.94375,만원이하
96,3390,Feeding Frenzy 2 Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",1005,38,0.0,5893,English,Casual,2006,0,0,0,0.9635666347075743,만원이하
97,3410,Heavy Weapon Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",156,37,0.0,5893,English,Casual,2006,0,0,0,0.8082901554404145,만원이하
98,3420,Iggle Pop Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",27,3,0.0,5893,English,Casual,2006,0,0,0,0.9,만원이하
99,3430,Pizza Frenzy Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",96,5,0.0,5893,English,Casual,2006,0,0,0,0.9504950495049505,만원이하
100,3450,Typer Shark! Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",180,43,0.0,5893,English,Casual,2006,0,0,0,0.8071748878923767,만원이하
101,3460,Talismania Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",36,2,0.0,5893,English,Casual,2006,0,0,0,0.9473684210526315,만원이하
102,3480,Peggle Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",3380,133,2.0,5893,"English, French, Italian, German, Spanish - Spain",Casual,2007,0,0,0,0.9621406205522346,만원이하
103,3510,Amazing Adventures The Lost Tomb,SpinTop Games,"PopCap Games, Inc.",44,10,0.0,5893,English,Casual,2007,0,0,0,0.8148148148148148,만원이하
104,3530,Amazing Adventures Around the World,SpinTop Games,"PopCap Games, Inc.",45,10,6.0,5893,English,Casual,2008,0,0,0,0.8181818181818182,만원이하
105,3540,Peggle Nights,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",933,55,6.0,5893,English,Casual,2008,0,0,0,0.944331983805668,만원이하
106,3560,Bejeweled Twist,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",246,47,13.0,5893,English,Casual,2008,0,0,0,0.8395904436860068,만원이하
107,3570,Mystery P.I. - The New York Fortune,SpinTop Games,"PopCap Games, Inc.",22,6,8.0,5893,English,Casual,2009,0,0,0,0.7857142857142857,만원이하
108,3580,The Wizard's Pen,"PopCap Games, Inc.","PopCap Games, Inc.",26,5,0.0,5893,English,Casual,2009,0,0,0,0.8387096774193549,만원이하
109,3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",65274,2120,23.0,5893,English,Strategy,2009,0,0,0,0.9685431937561207,만원이하
110,3600,Escape Rosecliff Island,SpinTop Games,"PopCap Games, Inc.",137,72,8.0,5893,English,Casual,2009,0,0,0,0.6555023923444976,만원이하
111,3610,Mystery P.I. - Lost in Los Angeles,SpinTop Games,"PopCap Games, Inc.",22,6,0.0,5893,English,Casual,2009,0,0,0,0.7857142857142857,만원이하
112,3620,Zuma's Revenge!,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",1145,66,1.0,5893,English,Action,2009,0,0,0,0.9454995871180842,만원이하
113,3700,Sniper Elite,Rebellion,Rebellion,1890,557,13.0,9436,"English, French, German, Italian, Spanish - Spain",Action,2005,0,0,0,0.7723743359215366,만원이하
114,3710,Judge Dredd: Dredd vs. Death,Rebellion,Rebellion,768,113,10.0,9436,English,Action,2005,0,0,0,0.8717366628830874,만원이하
115,3720,Evil Genius,Elixir Studios,Rebellion,3059,187,24.0,11798,"English, French, German, Spanish - Spain",Strategy,2004,0,0,0,0.9423906346272335,만원~2만원
116,3730,Aliens versus Predator Classic 2000,Rebellion,Rebellion,1868,265,3.0,5893,"English, Dutch, French, German, Spanish - Spain",Action,2000,0,0,0,0.8757618377871542,만원이하
117,3800,Advent Rising,"GlyphX Games, Cavetap",Ziggurat,343,95,6.0,11798,English,Action,2005,0,0,0,0.7831050228310502,만원~2만원
118,3830,Psychonauts,Double Fine Productions,Double Fine Productions,12776,632,6.0,11798,"English, French, German",Action,2006,0,0,0,0.9528639618138425,만원~2만원
119,3900,Sid Meier's Civilization IV,Firaxis Games,2K,2307,178,4.0,23608,"English, French, German, Italian, Spanish - Spain",Strategy,2006,0,0,0,0.9283702213279678,2만원~ 3만원
120,3910,Sid Meier's Civilization III Complete,Firaxis Games,2K,4688,577,19.0,5893,English,Strategy,2006,0,0,0,0.8904083570750237,만원이하
121,3920,Sid Meier's Pirates!,Firaxis Games,2K,4589,274,8.0,11798,English,RPG,2005,0,0,0,0.9436561793131811,만원~2만원
122,3960,Shattered Union,PopTop,2K,62,62,0.0,5893,English,Strategy,2005,0,0,0,0.5,만원이하
123,3980,CivCity: Rome,"FireFly Studios, Firaxis Games",2K,378,152,11.0,11798,"English, French, Spanish - Spain",Strategy,2006,0,0,0,0.7132075471698113,만원~2만원
124,3990,Civilization IV: Warlords,Firaxis Games,2K,285,28,3.0,5893,"English, French, German, Italian, Spanish - Spain",Strategy,2007,0,0,0,0.9105431309904153,만원이하
126,4230,RACE - The WTCC Game,SimBin,SimBin,134,49,2.0,47228,"English, French, German, Italian, Spanish - Spain",Racing,2006,0,0,0,0.73224043715847,4만원~5만원
127,4300,RoboBlitz,Naked Sky Entertainment,Naked Sky Entertainment,52,18,0.0,11798,"English, French, German, Italian, Japanese, Korean, Traditional Chinese, Simplified Chinese, Spanish - Spain",Action,2006,1,1,0,0.7428571428571429,만원~2만원
128,4420,Silverfall,Monte Cristo,Focus Home Interactive,73,51,2.0,5893,"English, French, German, Italian, Spanish - Spain",RPG,2007,0,0,0,0.5887096774193549,만원이하
129,4460,City Life 2008,Monte Cristo,Focus Home Interactive,117,42,0.0,11798,"English, French, German",Simulation,2008,0,0,0,0.7358490566037735,만원~2만원
130,4470,Silverfall: Earth Awakening,Monte Cristo,Focus Home Interactive,49,22,0.0,11798,"English, French, German",RPG,2008,0,0,0,0.6901408450704225,만원~2만원
131,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,GSC Game World,25143,1100,16.0,23608,"English, French, Italian, Spanish - Spain, German, Russian, Ukrainian, Polish",Action,2007,0,0,0,0.9580840605113745,2만원~ 3만원
132,4520,Full Spectrum Warrior,Pandemic Studios,THQ Nordic,150,76,0.0,11798,"English, French, Italian, Spanish - Spain, Korean, German",Action,2004,1,0,0,0.6637168141592921,만원~2만원
133,4530,Full Spectrum Warrior: Ten Hammers,Pandemic Studios,THQ Nordic,116,47,0.0,11798,"English, French, Italian, Spanish - Spain, German",Action,2006,0,0,0,0.7116564417177914,만원~2만원
134,4560,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,5664,385,13.0,23608,"English, French, Spanish - Spain, Italian, German, Czech, Japanese, Korean, Polish, Russian, Traditional Chinese",Action,2007,1,0,0,0.9363531162175566,2만원~ 3만원
135,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",Relic Entertainment,SEGA,6622,334,4.0,15341,"English, French, German, Italian, Spanish - Spain",Strategy,2006,0,0,0,0.9519838987924094,만원~2만원
136,4580,"Warhammer 40,000: Dawn of War - Dark Crusade",Relic Entertainment,SEGA,5821,203,7.0,15341,"English, French, German, Italian, Spanish - Spain",Strategy,2006,0,0,0,0.9663014608233732,만원~2만원
137,4700,Total War: MEDIEVAL II ??Definitive Edition,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",22377,973,38.0,29513,"English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Polish, Russian",Strategy,2006,0,0,0,0.9583297644539615,2만원~ 3만원
138,4720,Condemned: Criminal Origins,Monolith,SEGA,2233,368,4.0,17656,"English, German, French, Italian, Spanish - Spain",Action,2006,0,0,0,0.8585159554017685,만원~2만원
139,4780,Medieval II: Total War Kingdoms,"The Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",602,32,0.0,29513,English,Strategy,2007,0,0,0,0.9495268138801262,2만원~ 3만원
140,4800,Heroes of Annihilated Empires,GSC Game World,GSC Game World,440,75,1.0,17703,"English, French, German, Russian",Strategy,2006,0,0,0,0.8543689320388349,만원~2만원
141,4850,Cossacks: Back to War,GSC Game World,GSC World Publishing,1736,223,9.0,5893,"English, French, German, Russian",Strategy,2002,0,0,0,0.8861664114344053,만원이하
142,4870,Cossacks: Art of War,GSC Game World,GSC World Publishing,186,42,13.0,5893,English,Strategy,2002,0,0,0,0.8157894736842105,만원이하
143,4880,Cossacks: European Wars,GSC Game World,GSC World Publishing,270,106,2.0,5893,English,Strategy,2001,0,0,0,0.7180851063829787,만원이하
144,4890,Cossacks II: Battle for Europe,GSC Game World,GSC World Publishing,564,168,5.0,5893,"English, Russian",Strategy,2006,0,0,0,0.7704918032786885,만원이하
145,4920,Natural Selection 2,Unknown Worlds Entertainment,Unknown Worlds Entertainment,10376,1782,11.0,11798,"English, French, German, Spanish - Spain, Polish, Russian, Finnish, Romanian, Swedish, Czech",Action,2012,0,1,0,0.8534298404342819,만원~2만원
146,6000,STAR WARS Republic Commando,LucasArts,"LucasArts, Lucasfilm, Disney",11486,535,4.0,11798,"English, French, German, Italian, Spanish - Spain",Action,2005,0,0,0,0.9554945512020631,만원~2만원
147,6010,Indiana Jones and the Fate of Atlantis,LucasArts,"LucasArts, Lucasfilm, Disney",942,56,5.0,7074,English,Adventure,1992,0,0,0,0.9438877755511023,만원이하
148,6020,STAR WARS Jedi Knight - Jedi Academy,Raven Software,"LucasArts, Lucasfilm, Disney",10558,434,10.0,11798,"English, French, German, Spanish - Spain",Action,2003,0,0,0,0.9605167394468704,만원~2만원
149,6030,STAR WARS Jedi Knight II - Jedi Outcast,Raven Software,"LucasArts, Lucasfilm, Disney",3369,328,4.0,11798,"English, French, German, Spanish - Spain, Traditional Chinese",Action,2009,0,0,0,0.9112794157424939,만원~2만원
150,6040,The Dig,LucasArts,LucasArts,823,77,8.0,7074,"English, French, Italian, German, Spanish - Spain",Adventure,1995,0,0,0,0.9144444444444444,만원이하
151,6060,"Star Wars: Battlefront 2 (Classic, 2005)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",43180,2721,7.0,11798,English,Action,2009,0,0,0,0.94072024574628,만원~2만원
152,6080,Thrillville: Off the Rails,Frontier,LucasArts,525,43,4.0,11798,"English, French, German, Italian, Spanish - Spain",Action,2009,0,0,0,0.9242957746478874,만원~2만원
153,6090,Armed and Dangerous,Planet Moon Studios,"LucasArts, Lucasfilm, Disney",200,19,3.0,7074,"English, French, German, Italian, Spanish - Spain",Action,2003,0,0,0,0.91324200913242,만원이하
154,6120,Shank,Klei Entertainment,Klei Entertainment,2522,296,2.0,11798,English,Action,2010,0,1,0,0.8949609652235628,만원~2만원
155,6200,Ghost Master,Sick Puppies,Strategy First,1353,174,0.0,5893,"English, French, German, Italian, Spanish - Spain",Strategy,2006,0,0,0,0.8860510805500982,만원이하
156,6210,Vegas: Make It Big,Deepred,Strategy First,105,37,0.0,5893,English,Strategy,2006,0,0,0,0.7394366197183099,만원이하
157,6220,FlatOut,Bugbear Entertainment,Strategy First,3298,265,2.0,8846,"English, French, German, Italian, Spanish - Spain",Racing,2005,0,0,0,0.925624473758069,만원이하
158,6270,Ducati World Championship,Artematica Entertainment,Strategy First,84,104,1.0,5893,"English, French, Spanish - Spain",Racing,2007,0,0,0,0.44680851063829785,만원이하
