,appid,name,developer,publisher,positive,negative,average_playtime_from_2009,initialprice,languages,genre,release_year,Korean,indie,discount,positive_ratio,price_group
8657,561680,Santa's Christmas Solitaire,The Revills Games,Big Fish Games,23,0,0.0,8255,English,Casual,2016,0,0,0,1.0,만원이하
8658,561690,Emission VR,VRSpec Team,VRSpec Team,2,6,0.0,118088,"English, Russian",Action,2016,0,1,0,0.25,6만원 이상
8659,561740,MidBoss,Kitsune Games,Kitsune Games,214,34,4.0,17703,English,Casual,2017,0,1,1,0.8629032258064516,만원~2만원
8660,561930,Sword of the Guardian,Billy Chan,Billy Chan Studio,36,3,0.0,11798,"English, Simplified Chinese, Traditional Chinese, Japanese",Action,2018,0,1,0,0.9230769230769231,만원~2만원
8661,562090,Kronos,UroboroStudio,UroboroStudio,12,8,0.0,5893,"English, Spanish - Spain, Russian",Action,2017,0,1,0,0.6,만원이하
8662,562160,The Inner Darkness,Nauris Amatnieks,Nauris Amatnieks,62,24,0.0,5893,English,Adventure,2017,0,1,0,0.7209302325581395,만원이하
8663,562220,Zup! 2,Quiet River,Quiet River,5748,265,2.0,1169,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese",Casual,2016,1,1,0,0.9559288208880758,만원이하
8664,562240,The Spirit Underneath,Acuze Interactives,Displacement Studios,33,69,4.0,1169,English,Adventure,2017,0,1,0,0.3235294117647059,만원이하
8666,562260,WAVESHAPER,GAMES FOR HUMANS,GAMES FOR HUMANS,128,14,5.0,2350,English,Action,2017,0,1,0,0.9014084507042254,만원이하
8667,562270,Shot Shot Tactic,Indie Game Group,Indie Game Group,206,248,3.0,4712,English,Action,2016,0,1,0,0.45374449339207046,만원이하
8668,562360,"Planes, Bullets and Vodka",NukGames,NukGames,1055,183,5.0,1169,"English, Portuguese - Brazil, German, Russian, Simplified Chinese",Action,2016,0,1,1,0.8521809369951535,만원이하
8669,562410,Panty Party,Animu Game,Animu Game,837,75,1.0,11798,"English, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, German, French, Korean, Ukrainian, Dutch, Turkish, Norwegian, Finnish",Action,2017,1,1,0,0.9177631578947368,만원~2만원
8670,562420,Armor Clash II,Windforce,Windforce,68,41,0.0,11798,"English, Simplified Chinese",Action,2017,0,0,0,0.6238532110091743,만원~2만원
8671,562430,Alien Hostage,Four Winged Studio,Four Winged Studio,80,52,4.0,3531,English,Casual,2016,0,1,0,0.6060606060606061,만원이하
8672,562470,Empire of Angels IV,SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT,233,125,0.0,17703,"English, Simplified Chinese, Traditional Chinese",Adventure,2016,0,0,0,0.6508379888268156,만원~2만원
8673,562480,Corona Blossom Vol.3 Journey to the Stars,Frontwing,Frontwing USA,111,4,0.0,11798,"English, Japanese, Simplified Chinese",Adventure,2017,0,0,0,0.9652173913043478,만원~2만원
8674,562490,EvilMorph,ClickGames,ClickGames,73,13,4.0,9436,"English, Russian",Action,2017,0,1,0,0.8488372093023255,만원이하
8676,562520,Attempt[42],ThinkOfGames,Big Black Bear,48,54,4.0,1169,English,Action,2016,0,1,0,0.47058823529411764,만원이하
8677,562570,Access Denied,Stately Snail,Stately Snail,236,54,4.0,3531,"English, Russian",Casual,2016,0,1,0,0.8137931034482758,만원이하
8678,562600,Our Wonderful World,White Rabbit Games,White Rabbit Games,14,9,4.0,1169,English,Casual,2016,0,1,0,0.6086956521739131,만원이하
8679,562620,Robonauts,QubicGames S.A.,QubicGames S.A.,4,0,0.0,4712,English,Action,2021,0,1,0,1.0,만원이하
8680,562640,Introvert Quest,Amaterasu Software,Amaterasu Software,64,23,3.0,3531,English,Adventure,2017,0,1,0,0.735632183908046,만원이하
8681,562660,Pandarama: The Lost Toys,goonswarm,goonswarm,38,7,0.0,1169,"English, German, Spanish - Spain, Russian, Thai, French, Simplified Chinese, Korean",Casual,2016,1,1,0,0.8444444444444444,만원이하
8682,562680,The Wizards Who Fell In A Hole,Battenberg Software,Battenberg Software,8,2,0.0,2350,English,Action,2016,0,1,0,0.8,만원이하
8683,562690,Immersion,Bullid Games,Bullid Games,15,31,0.0,11798,English,Action,2016,0,1,0,0.32608695652173914,만원~2만원
8684,562700,Paintball 707,Lotte|EoD,Agger Interactive,25,26,0.0,5893,"English, French, Italian, German, Spanish - Spain, Russian",Action,2016,0,1,0,0.49019607843137253,만원이하
8685,562810,MONOPOLY PLUS,Ubisoft Pune,Ubisoft,4008,5245,6.0,17703,"English, French, Italian, German, Spanish - Spain, Dutch, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil",Casual,2017,0,0,0,0.43315681400626826,만원~2만원
8686,563150,interLOGIC,phime studio LLC,phime studio LLC,35,10,5.0,2350,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Polish, Portuguese",Casual,2017,1,1,0,0.7777777777777778,만원이하
8687,563180,Dispersio,Achpile,Achpile,60,4,0.0,1169,"English, German, Russian, Ukrainian, Polish",Adventure,2016,0,1,1,0.9375,만원이하
8688,563190,de Blob 2,"Blue Tongue Entertainment, Blitworks",THQ Nordic,83,7,0.0,23608,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Portuguese - Brazil, Simplified Chinese",Action,2017,0,1,0,0.9222222222222223,2만원~ 3만원
8689,563260,Steel Empire,mebius,mebius,52,8,0.0,17703,English,Action,2018,0,0,0,0.8666666666666667,만원~2만원
8690,563270,In Vitra - JRPG Adventure,bumblebee,familyplay,31,17,0.0,5893,"English, German",Adventure,2017,0,0,0,0.6458333333333334,만원이하
8691,563340,Blue Tear,MysteryTag,RunServer,44,36,5.0,9436,"English, German, Korean, Russian",Casual,2016,1,1,0,0.55,만원이하
8692,563360,Market Tycoon,Protection Games,Protection Games,161,104,0.0,11798,"English, French, Arabic, Romanian, German, Czech, Bulgarian, Portuguese - Brazil, Swedish, Simplified Chinese, Traditional Chinese, Polish, Spanish - Spain, Turkish, Korean",Casual,2017,1,1,0,0.6075471698113207,만원~2만원
8693,563370,Don't Touch The Zombies,Tlakali Game Studio,Tlakali Game Studio,3,1,0.0,11798,English,Action,2017,0,1,0,0.75,만원~2만원
8694,563490,Earth Liberation,PoRovoz Studios,PoRovoz Studios,21,17,0.0,8255,English,Action,2016,0,0,0,0.5526315789473685,만원이하
8695,563520,When Our Journey Ends - A Visual Novel,Afterthought Studios,Afterthought Studios,33,11,5.0,8255,"English, Russian",Casual,2017,0,0,0,0.75,만원이하
8696,563550,Nevrosa: Escape,GexagonVR,GexagonVR,85,17,2.0,17703,"English, Simplified Chinese, Russian, German, French, Spanish - Spain, Italian, Polish, Portuguese",Action,2017,0,1,0,0.8333333333333334,만원~2만원
8697,563710,Loops of Zen,"Strength in Numbers Studios, Inc","Strength in Numbers Studios, Inc",24,4,0.0,3531,English,Casual,2017,0,1,0,0.8571428571428571,만원이하
8698,563750,World Boxing Manager,Aggroblakh,Aggroblakh,72,48,0.0,5893,English,Simulation,2016,0,0,0,0.6,만원이하
8699,563760,VR GirlFriend,"Silver Moon Internet, ?뜻쐢營묊퍥","Silver Moon Internet, ?뜻쐢營묊퍥",87,41,4.0,11798,"English, Simplified Chinese, Traditional Chinese",Casual,2016,0,0,0,0.6796875,만원~2만원
8700,563810,Fumiko!,Fumiko Games,Fumiko Games,65,10,0.0,8255,English,Adventure,2017,0,1,0,0.8666666666666667,만원이하
8701,563830,Historium VR - Relive the history of Bruges,Sevenedge Interactive Media,Historium Bruges,21,5,0.0,9436,English,Adventure,2016,0,0,0,0.8076923076923077,만원이하
8702,563840,LOST EMBER,Mooneye Studios,Mooneye Studios,3171,380,3.0,35418,"English, German, French, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Japanese, Russian, Korean, Traditional Chinese, Turkish",Action,2019,1,1,0,0.8929878907350042,3만원~4만원
8703,564040,ZANGEKI WARP,ASTRO PORT,Henteko Doujin,24,4,0.0,7074,"English, Japanese",Action,2017,0,1,0,0.8571428571428571,만원이하
8704,564070,Troll and I,Spiral House Ltd.,Maximum Games,10,20,0.0,11798,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil",Action,2017,0,0,0,0.3333333333333333,만원~2만원
8705,564150,Rosenkreuzstilette,"[erka:es], Darksquid Media",PLAYISM,256,65,1.0,11798,"English, Japanese",Action,2017,0,1,0,0.7975077881619937,만원~2만원
8706,564160,Rosenkreuzstilette Freudenstachel,"[erka:es], Darksquid Media",PLAYISM,92,9,0.0,16522,"English, Japanese",Action,2017,0,1,0,0.9108910891089109,만원~2만원
8707,564280,Adventuring Gentleman,Ernests Klavins,Ernests Klavins,14,4,0.0,1169,English,Action,2017,0,0,0,0.7777777777777778,만원이하
8708,564420,Santa's Special Delivery,"Drunk Robot Games, Effinvance",Cerulean Games,11,2,0.0,3531,English,Action,2014,0,1,0,0.8461538461538461,만원이하
8709,564530,Pharaoh + Cleopatra,Impressions Games,Activision,1436,159,1.0,11798,English,Simulation,1999,0,0,0,0.9003134796238245,만원~2만원
8710,564810,Ticket,magicdweedoo,magicdweedoo,39,1,0.0,7074,English,Action,2017,0,1,0,0.975,만원이하
8712,564940,Alone With You,BancyCo,BancyCo,57,12,0.0,11798,English,Adventure,2017,0,1,0,0.8260869565217391,만원~2만원
8713,564960,Return to Krondor,PyroTechnix,Activision,30,25,0.0,7074,English,RPG,1998,0,0,1,0.5454545454545454,만원이하
8714,564990,Olav: the story of one boy,rupiwood,rupiwood,7,3,5.0,3531,"English, Russian",Adventure,2017,0,1,0,0.7,만원이하
8715,565120,The Station,The Station,The Station,717,121,0.0,17703,"English, French, Spanish - Spain, Russian, Italian, German",Adventure,2018,0,1,0,0.8556085918854416,만원~2만원
8716,565170,Blade Strangers,Studio Saizensen,"Nicalis, Inc.",161,48,18.0,23608,"English, Japanese",Action,2018,0,0,0,0.7703349282296651,2만원~ 3만원
8717,565190,Spacecats with Lasers VR,"Bitten Toast Games Inc., Guilherme Cunha, Daniel Snd, Thiago Adamo",Bitten Toast Games Inc.,23,0,0.0,5893,English,Action,2016,0,0,0,1.0,만원이하
8718,565200,Gem Monster,keggame,keggame,20,7,0.0,3531,"English, French, German, Russian, Japanese, Simplified Chinese, Korean",Adventure,2016,1,1,0,0.7407407407407407,만원이하
8719,565330,Twisted,Szekretar,Szekretar,1,2,0.0,11798,"English, German",Action,2017,0,0,0,0.3333333333333333,만원~2만원
8720,565380,Cargo Cult: Shoot'n'Loot VR,Panoramik Inc,Panoramik Inc,29,11,3.0,17703,"English, French, German, Spanish - Spain, Portuguese - Brazil, Russian",Action,2016,0,0,0,0.725,만원~2만원
8721,565490,Tier 1,100 Plus Games llc,100 Plus Games llc,0,1,0.0,5893,English,Action,2017,0,1,0,0.0,만원이하
8722,565550,Redneck Rampage,Xatrix Entertainment,Interplay,86,30,0.0,11798,English,Action,2017,0,0,0,0.7413793103448276,만원~2만원
8723,565600,Christmas Stories: Nutcracker Collector's Edition,Elephant Games,Big Fish Games,28,4,0.0,11798,English,Adventure,2016,0,0,0,0.875,만원~2만원
8724,565660,Akihabara - Feel the Rhythm,JMJ Interactive,JMJ Interactive,46,25,4.0,5893,"English, Japanese",Action,2017,0,1,0,0.647887323943662,만원이하
8725,565690,Ayakashigami,Kurenaibook,Kurenaibook,22,1,0.0,8255,"Japanese, English",Adventure,2016,0,1,0,0.9565217391304348,만원이하
8726,565720,Pretty Girls Panic!,Zoo Corporation,Zoo Corporation,307,67,1.0,2350,"English, Japanese",Casual,2016,0,0,0,0.820855614973262,만원이하
8727,565860,Tomato Way,Vladislav Castillo Gonzalez,Vladislav Castillo Gonzalez,364,101,4.0,4712,"English, Ukrainian, Spanish - Spain, Polish, French, German, Russian, Italian, Portuguese, Turkish, Simplified Chinese, Traditional Chinese",Action,2016,0,1,0,0.7827956989247312,만원이하
8728,566050,Zeus + Poseidon,Impressions Games,Activision,996,48,32.0,11798,English,Strategy,2016,0,0,0,0.9540229885057471,만원~2만원
8729,566140,Holo-Graham,TarbuttonStudio,TarbuttonStudio,1,0,0.0,3531,English,Adventure,2017,0,0,0,1.0,만원이하
8730,566160,Zup! 6,Quiet River,Quiet River,1894,107,1.0,1169,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese",Casual,2017,1,1,0,0.9465267366316842,만원이하
8731,566180,Fractal,Phosphene Designs LLC,Phosphene Designs LLC,4,4,0.0,8255,"English, Simplified Chinese, Traditional Chinese",Action,2017,0,1,0,0.5,만원이하
8732,566190,The Search,Jason Godbey,Jason Godbey,734,251,4.0,4712,"English, Russian, French, German, Italian, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Turkish, Vietnamese, Japanese, Polish, Romanian",Adventure,2017,0,1,0,0.7451776649746192,만원이하
8735,566440,Necromunda: Underhive Wars,Rogue Factor,Focus Home Interactive,1359,997,2.0,23608,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Polish, Russian",Action,2020,0,0,0,0.5768251273344652,2만원~ 3만원
8737,566540,Labyrinth of Refrain: Coven of Dusk,"Nippon Ichi Software, Inc.","NIS America, Inc.",554,152,14.0,59038,"English, Japanese, French",RPG,2018,0,0,0,0.7847025495750708,5만원~6만원
8739,566560,Fighters Unleashed,Volens Nolens Games,Volens Nolens Games,20,32,4.0,1169,"English, Spanish - Spain",Action,2016,0,1,1,0.38461538461538464,만원이하
8740,566580,The Jigsaw Puzzle Garden,MobileFusion Apps Ltd,MobileFusion Apps Ltd,4,2,0.0,7074,English,Casual,2016,0,0,0,0.6666666666666666,만원이하
8741,566690,Meriwether: An American Epic,Sortasoft LLC,Sortasoft LLC,3,3,0.0,17703,English,Adventure,2017,0,1,0,0.5,만원~2만원
8742,566730,UMA-War VR,One Show,VRSHOW,1,2,0.0,4712,English,Casual,2017,0,1,0,0.3333333333333333,만원이하
8743,566780,Beats Fever,Arrowiz,Arrowiz,50,18,0.0,17703,"English, French, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Korean, Portuguese - Brazil, Polish",Action,2017,1,1,0,0.7352941176470589,만원~2만원
8744,566810,Pixel bomb! bomb!!,Uborm,Uborm,0,1,0.0,3531,English,Action,2016,0,1,0,0.0,만원이하
8745,566860,VR Dungeon Knight,Blackjard Softworks,Wolfdog Interactive,973,214,3.0,23608,English,Action,2017,0,1,0,0.8197135636057288,2만원~ 3만원
8746,566880,Henry The Hamster Handler VR,Pocket Money Games,Pocket Money Games,30,3,0.0,1169,"English, Simplified Chinese",Casual,2017,0,1,0,0.9090909090909091,만원이하
8747,566930,Rescue Team 6 Collector's Edition,"Nova Ideals, Alawar Entertainment",Buka Entertainment,14,1,0.0,7074,"English, German, Russian",Casual,2016,0,0,0,0.9333333333333333,만원이하
8748,566940,Claws & Feathers 2,"Adept Studios GD, Alawar Entertainment",Buka Entertainment,13,2,0.0,8255,"English, German, Russian, French, Italian, Spanish - Spain, Dutch, Portuguese, Czech",Casual,2016,0,0,0,0.8666666666666667,만원이하
8749,566970,EscapeVR: Trapped Above the Clouds,"Five Mind Creations, Sourcenity",Five Mind Creations,38,12,0.0,14160,"English, German, Spanish - Spain, French, Korean, Simplified Chinese, Thai",Adventure,2017,1,1,0,0.76,만원~2만원
8750,567010,Game Royale 2 - The Secret of Jannis Island,btf GmbH,Headup Games,81,19,0.0,5893,"English, Not supported, German",Adventure,2016,0,0,0,0.81,만원이하
8751,567020,TILE,Egor Magurin,Indovers Studio,8,21,0.0,2350,English,Casual,2016,0,1,0,0.27586206896551724,만원이하
8752,567030,Under Leaves,Circus Atos,Circus Atos,444,16,0.0,5893,"English, French, German, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese",Casual,2017,1,1,0,0.9652173913043478,만원이하
8754,567140,Mahjong Magic Journey,Creobit,8Floor,56,9,4.0,5893,"English, Russian",Casual,2018,0,0,0,0.8615384615384616,만원이하
8755,567150,Mosaics Galore,Creobit,8Floor,63,19,6.0,5893,"English, Russian",Casual,2018,0,0,0,0.7682926829268293,만원이하
8756,567160,Katy and Bob: Safari Cafe,"Creobit, Workroom7",8Floor,121,15,5.0,5893,"English, French, German, Russian",Casual,2018,0,0,0,0.8897058823529411,만원이하
8757,567210,Bunnyrama,Starwind Games,Starwind Games,50,9,4.0,3531,"English, Russian, Italian, German, Spanish - Spain, Bulgarian, Polish, Czech, Portuguese - Brazil, Japanese, Korean",Adventure,2016,1,1,0,0.847457627118644,만원이하
8758,567240,Drawn: Trail of Shadows Collector's Edition,Big Fish Studios,Big Fish Games,20,7,0.0,11798,English,Adventure,2017,0,0,0,0.7407407407407407,만원~2만원
8759,567280,Cube Runner,EGAMER,EGAMER,735,124,4.0,12979,English,Action,2016,0,1,0,0.8556461001164144,만원~2만원
8760,567290,Slash It,EGAMER,EGAMER,962,119,3.0,12979,English,Action,2016,0,1,0,0.8899167437557817,만원~2만원
8761,567320,VThree,2xMilk,2xMilk,47,54,0.0,9436,English,Action,2017,0,1,0,0.46534653465346537,만원이하
8762,567340,The Deal,Orfeas Game Studio,Aldorlea Games,49,5,0.0,8255,English,Adventure,2017,0,1,0,0.9074074074074074,만원이하
8763,567370,Atomic 79,Get Color Games,Get Color Games,85,4,0.0,4712,English,Action,2017,0,0,0,0.9550561797752809,만원이하
8764,567380,Heartbound,Pirate Software,Pirate Software,1217,34,0.0,11798,"English, Portuguese - Brazil, French, Russian, Spanish - Latin America, Japanese",Action,2018,0,1,0,0.9728217426059153,만원~2만원
8765,567430,Dodge Master,Downpour Studios,Downpour Studios,1,0,0.0,5893,English,Action,2017,0,1,0,1.0,만원이하
8766,567580,Duke of Alpha Centauri,EGAMER,EGAMER,306,81,3.0,12979,English,Action,2016,0,1,0,0.7906976744186046,만원~2만원
8767,567640,Danganronpa V3: Killing Harmony,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",11835,1885,22.0,47228,"English, French, Japanese, Simplified Chinese, Traditional Chinese",Adventure,2017,0,0,0,0.8626093294460642,4만원~5만원
8768,567670,Serious Sam 3 VR: BFE,Croteam VR,"Devolver Digital, Croteam Publishing",398,62,1.0,47228,"English, French, Italian, German, Spanish - Spain, Japanese, Russian, Simplified Chinese",Action,2017,0,1,0,0.8652173913043478,4만원~5만원
8769,567680,The Pasture,Mikhail Maksimov,Sometimes You,80,99,3.0,1169,English,Casual,2017,0,1,0,0.44692737430167595,만원이하
8770,567780,Satellite Repairman,Nuno Donato,Trinity Project,22,13,1.0,1169,"English, Portuguese - Brazil, Portuguese, Russian",Action,2017,0,1,0,0.6285714285714286,만원이하
8771,567800,12 Labours of Hercules VI: Race for Olympus (Platinum Edition),"Jetdogs Studios, Zoom Out Games",Jetdogs Studios,182,22,0.0,3531,"English, Russian, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Polish, Swedish, Portuguese, Dutch",Casual,2016,0,1,0,0.8921568627450981,만원이하
8772,567840,Brush Up VR,Games That Work,Games That Work,3,3,0.0,1169,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",Casual,2017,1,1,0,0.5,만원이하
8773,567860,Passage 4,netmin games,netmin games,18,1,0.0,10617,"English, French, Italian, German, Spanish - Spain, Dutch",Casual,2016,0,1,0,0.9473684210526315,만원~2만원
8774,567890,Zero-G,S첩ren Trautner Madsen,Trautner Games,14,4,0.0,1169,English,Action,2017,0,1,0,0.7777777777777778,만원이하
8775,567980,Santa Rockstar,Bekho Team,Volens Nolens Games,48,15,0.0,8255,English,Casual,2016,0,1,1,0.7619047619047619,만원이하
8776,568020,Blind Love,Michaela Laws,Michaela Laws,64,4,0.0,1169,English,Casual,2016,0,0,0,0.9411764705882353,만원이하
8777,568040,Macbat 64,Siactro,Siactro,188,21,0.0,2350,"English, German, Portuguese",Action,2017,0,1,0,0.8995215311004785,만원이하
8778,568090,Tattletail,Waygetter Electronics,"Little Flag Software, LLC",2304,189,2.0,5893,English,Action,2016,0,1,0,0.924187725631769,만원이하
8779,568130,Gum Guy,Nickana Studio,Nickana Studio,14,6,8.0,4712,"English, Simplified Chinese, Russian, Ukrainian",Action,2017,0,1,0,0.7,만원이하
8780,568200,Duo,Bruno Freitas,Bruno Freitas,28,4,2.0,2350,English,Casual,2016,0,1,0,0.875,만원이하
8781,568320,Pictopix,Tomlab Games,Tomlab Games,746,24,26.0,8255,"English, French, Spanish - Spain, Simplified Chinese, Czech, Hungarian, Russian, Turkish, Japanese, Dutch, Portuguese - Brazil, Swedish, German",Casual,2017,0,1,0,0.9688311688311688,만원이하
8782,568440,Not Dying Today,9TH.ART,Forever Entertainment S. A.,168,45,2.0,11798,English,Action,2017,0,1,1,0.7887323943661971,만원~2만원
8783,568480,Space Slam,";), Quickdraw Studios",Quickdraw Studios,3,1,0.0,14160,English,Action,2017,0,1,0,0.75,만원~2만원
8784,568500,Atomic Reconstruction,Teawork Dev,Teawork Dev,24,6,0.0,2350,English,Casual,2016,0,1,0,0.8,만원이하
8785,568570,Force of Nature,A.Y.std,A.Y.std,2823,890,6.0,9436,"English, Russian, German, Spanish - Spain, Portuguese - Brazil, Dutch, Hungarian, Korean, Czech, Japanese, Simplified Chinese, Turkish, Polish, French, Italian",Action,2016,1,1,0,0.7603016428763802,만원이하
8786,568610,VERSUS: The Elite Trials,Choice of Games,Choice of Games,28,4,0.0,4712,English,Adventure,2016,0,1,0,0.875,만원이하
8787,568670,Heroes of Dark Dungeon,FullmetalDeveloper,FullmetalDeveloper,8,3,5.0,3531,"English, Russian, Ukrainian",Action,2017,0,1,0,0.7272727272727273,만원이하
8788,568750,?쒐궧?뗤볶 / Pastry Lovers,艅쇿뀎歷멩닆,艅쇿뀎歷멩닆,206,81,3.0,5893,"English, Simplified Chinese",Adventure,2017,0,1,0,0.7177700348432056,만원이하
8790,568800,Summer times Afternoon,Accenthd,Accenthd,15,5,0.0,9436,Simplified Chinese,Action,2016,0,0,0,0.75,만원이하
8791,568860,Psycho on the loose,WhackAKey Games,Big Black Bear,19,10,5.0,1169,English,Action,2016,0,0,0,0.6551724137931034,만원이하
8793,568930,The Land of Pain,Alessandro Guzzo,Alessandro Guzzo,332,106,7.0,11798,"English, Italian, French, German, Russian, Spanish - Spain, Spanish - Latin America",Adventure,2017,0,1,1,0.7579908675799086,만원~2만원
8794,569200,Space Rogue Classic,"ORIGIN Systems, Inc.","ORIGIN Systems, Inc., Nightdive Studios",16,0,0.0,7074,English,Action,2017,0,0,0,1.0,만원이하
8795,569220,Spycraft: The Great Game,Activision,Activision,17,1,0.0,7074,English,Adventure,1996,0,0,0,0.9444444444444444,만원이하
8796,569290,Metamorfose S,Andre Monteiro,Andre Monteiro,61,23,0.0,7074,"English, Portuguese - Brazil, Simplified Chinese, Spanish - Spain, Italian",Action,2017,0,1,0,0.7261904761904762,만원이하
8797,569360,Pivot Pilot,Niko Kivilahti,Niko Kivilahti,33,3,0.0,5893,English,Action,2017,0,1,0,0.9166666666666666,만원이하
8798,569380,Alicia Griffith ??Lakeside Murder,Agrostemma,Libredia Entertainment,60,24,3.0,11798,"English, French, Italian, German, Spanish - Spain, Dutch, Portuguese - Brazil",Adventure,2016,0,0,0,0.7142857142857143,만원~2만원
8799,569390,Street of Sanctuary VR,MoyeVR,MoyeVR,0,7,0.0,3531,English,Action,2017,0,1,0,0.0,만원이하
8801,569500,Monkey Land 3D: Reaper Rush,Full Metal Jacket Games,Full Metal Jacket Games,3,7,0.0,11798,English,Action,2017,0,1,0,0.3,만원~2만원
8802,569610,Distant Space,PixelMouse,PixelMouse,229,62,6.0,1169,English,Action,2016,0,1,1,0.7869415807560137,만원이하
8803,569630,Out of Ammo: Death Drive,RocketWerkz,RocketWerkz,61,23,0.0,7074,English,Action,2017,0,1,0,0.7261904761904762,만원이하
8805,569800,LEAVES - The Journey,ZAR 21,Daedalic Entertainment,326,80,3.0,5893,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Japanese, Korean, Polish, Russian",Adventure,2017,1,1,1,0.8029556650246306,만원이하
8806,569810,LEAVES - The Return,ZAR 21,Daedalic Entertainment,171,24,2.0,5893,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Traditional Chinese, Simplified Chinese, Japanese, Korean, Polish, Russian",Adventure,2017,1,1,1,0.8769230769230769,만원이하
8807,569860,Thimbleweed Park,Terrible Toybox,Terrible Toybox,2923,190,4.0,23608,"English, French, Italian, German, Spanish - Spain, Russian",Adventure,2017,0,1,0,0.9389656280115644,2만원~ 3만원
8808,569970,Chosen 2,Little Big Lee,Senpai Studios,136,83,9.0,5893,English,Adventure,2017,0,1,0,0.6210045662100456,만원이하
8809,570000,Old Friend,Tyler Hurd,"Wevr, Inc",132,9,0.0,3531,English,Casual,2016,0,0,0,0.9361702127659575,만원이하
8810,570050,"Raiden V: Director's Cut | ?룬쎔 V Director's Cut | ?룬쎔V:弱롦폇?よ섞??""Moss Co."," Ltd.""",UFO Interactive Games ,225,180,0.0,35418,"English, Traditional Chinese, Simplified Chinese",Action,2017,0,0,0,0.5555555555555556,3만원~4만원
8811,570060,TacoFace,KLNK Inc.,KLNK Inc.,4,1,0.0,1169,English,Casual,2016,0,1,0,0.8,만원이하
8812,570340,GoWings Safari,Blue Goji,Blue Goji,0,1,0.0,8255,English,Action,2016,0,0,0,0.0,만원이하
8813,570350,Sorry. (Entschuldigung) ~ A Psychological Horror Visual Novel,NeoNight,NeoNight,24,18,0.0,3531,English,Adventure,2016,0,1,0,0.5714285714285714,만원이하
8814,570490,SHENZHEN SOLITAIRE,Zachtronics,Zachtronics,138,4,7.0,3531,English,Casual,2016,0,1,0,0.971830985915493,만원이하
8815,570540,Animal Planet: Amazon Odyssey,Heavy Iron Studios,Vive Studios,7,5,0.0,7074,English,Adventure,2017,0,0,0,0.5833333333333334,만원이하
8816,570680,Zork: Grand Inquisitor,Activision,Activision,58,2,0.0,7074,English,Adventure,1997,0,0,0,0.9666666666666667,만원이하
8817,570710,Extinction,Iron Galaxy,Modus Games,84,199,0.0,35418,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil",Action,2018,0,0,0,0.2968197879858657,3만원~4만원
8818,570770,?ㅵ뎾也뉓강雅?GuJian2),"訝딀돈?쏃풖岳→겘燁묉??됮솏?у뤈, Aurogon Shanghai",?쀤벵營묈뀇?ｅ뵍夜긴퉸燁묉??됮솏?у뤈,1629,472,1.0,18884,"English, Not supported, Simplified Chinese",RPG,2013,0,0,0,0.7753450737743931,만원~2만원
8819,570780,?ㅵ뎾也뉓강(GuJian),"訝딀돈?쏃풖岳→겘燁묉??됮솏?у뤈, Aurogon Shanghai",?쀤벵營묈뀇?ｅ뵍夜긴퉸燁묉??됮솏?у뤈,3148,799,2.0,14160,"English, Not supported, Simplified Chinese",RPG,2010,0,0,0,0.797567772992146,만원~2만원
8820,570790,New Frontier Days ~Founding Pioneers~,Arc System Works,Arc System Works,8,16,0.0,11798,"English, Simplified Chinese, Traditional Chinese, Japanese, Korean, French, German",Simulation,2017,1,0,0,0.3333333333333333,만원~2만원
